Date,Attendence,Fed Holiday,Weekend,Closed
9/30/2014,320,0,0,0
10/1/2014,291,0,0,0
10/2/2014,319,0,0,0
10/3/2014,452,0,0,0
10/4/2014,647,0,1,0
10/5/2014,616,0,1,0
10/6/2014,171,0,0,0
10/7/2014,288,0,0,0
10/8/2014,341,0,0,0
10/9/2014,273,0,0,0
10/10/2014,580,0,0,0
10/11/2014,455,0,1,0
10/12/2014,415,0,1,0
10/13/2014,281,1,0,0
10/14/2014,259,0,0,0
10/15/2014,194,0,0,0
10/16/2014,276,0,0,0
10/17/2014,329,0,0,0
10/18/2014,493,0,1,0
10/19/2014,352,0,1,0
10/20/2014,138,0,0,0
10/21/2014,275,0,0,0
10/22/2014,284,0,0,0
10/23/2014,276,0,0,0
10/24/2014,272,0,0,0
10/25/2014,399,0,1,0
10/26/2014,265,0,1,0
10/27/2014,156,0,0,0
10/28/2014,266,0,0,0
10/29/2014,231,0,0,0
10/30/2014,200,0,0,0
10/31/2014,742,0,0,0
11/1/2014,741,0,1,0
11/2/2014,534,0,1,0
11/3/2014,202,0,0,0
11/4/2014,255,0,0,0
11/5/2014,275,0,0,0
11/6/2014,290,0,0,0
11/7/2014,328,0,0,0
11/8/2014,0,0,1,1
11/9/2014,497,0,1,0
11/10/2014,364,0,0,0
11/11/2014,1108,1,0,0
11/12/2014,246,0,0,0
11/13/2014,291,0,0,0
11/14/2014,491,0,0,0
11/15/2014,555,0,1,0
11/16/2014,513,0,1,0
11/17/2014,146,0,0,0
11/18/2014,264,0,0,0
11/19/2014,317,0,0,0
11/20/2014,268,0,0,0
11/21/2014,311,0,0,0
11/22/2014,443,0,1,0
11/23/2014,474,0,1,0
11/24/2014,463,0,0,0
11/25/2014,511,0,0,0
11/26/2014,540,0,0,0
11/27/2014,0,1,0,1
11/28/2014,532,1,0,0
11/29/2014,595,0,1,0
11/30/2014,459,0,1,0
12/1/2014,184,0,0,0
12/2/2014,456,0,0,0
12/3/2014,422,0,0,0
12/4/2014,281,0,0,0
12/5/2014,282,0,0,0
12/6/2014,395,0,1,0
12/7/2014,378,0,1,0
12/8/2014,183,0,0,0
12/9/2014,363,0,0,0
12/10/2014,277,0,0,0
12/11/2014,357,0,0,0
12/12/2014,525,0,0,0
12/13/2014,541,0,1,0
12/14/2014,422,0,1,0
12/15/2014,182,0,0,0
12/16/2014,431,0,0,0
12/17/2014,349,0,0,0
12/18/2014,297,0,0,0
12/19/2014,370,0,0,0
12/20/2014,352,0,1,0
12/21/2014,323,0,1,0
12/22/2014,447,0,0,0
12/23/2014,561,0,0,0
12/24/2014,22,0,0,1
12/25/2014,27,1,0,1
12/26/2014,627,0,0,0
12/27/2014,720,0,1,0
12/28/2014,542,0,1,0
12/29/2014,572,0,0,0
12/30/2014,1229,0,0,0
12/31/2014,1550,0,0,0
1/1/2015,0,1,0,1
1/2/2015,1069,0,0,0
1/3/2015,716,0,1,0
1/4/2015,424,0,1,0
1/5/2015,166,0,0,0
1/6/2015,331,0,0,0
1/7/2015,302,0,0,0
1/8/2015,337,0,0,0
1/9/2015,438,0,0,0
1/10/2015,840,0,1,0
1/11/2015,799,0,1,0
1/12/2015,262,0,0,0
1/13/2015,265,0,0,0
1/14/2015,227,0,0,0
1/15/2015,287,0,0,0
1/16/2015,340,0,0,0
1/17/2015,590,0,1,0
1/18/2015,504,0,1,0
1/19/2015,754,1,0,0
1/20/2015,252,0,0,0
1/21/2015,246,0,0,0
1/22/2015,301,0,0,0
1/23/2015,348,0,0,0
1/24/2015,780,0,1,0
1/25/2015,701,0,1,0
1/26/2015,179,0,0,0
1/27/2015,315,0,0,0
1/28/2015,364,0,0,0
1/29/2015,413,0,0,0
1/30/2015,545,0,0,0
1/31/2015,1100,0,1,0
2/1/2015,471,0,1,0
2/2/2015,180,0,0,0
2/3/2015,340,0,0,0
2/4/2015,337,0,0,0
2/5/2015,313,0,0,0
2/6/2015,375,0,0,0
2/7/2015,883,0,1,0
2/8/2015,699,0,1,0
2/9/2015,289,0,0,0
2/10/2015,368,0,0,0
2/11/2015,222,0,0,0
2/12/2015,300,0,0,0
2/13/2015,711,0,0,0
2/14/2015,949,0,1,0
2/15/2015,724,0,1,0
2/16/2015,1135,1,0,0
2/17/2015,406,0,0,0
2/18/2015,313,0,0,0
2/19/2015,427,0,0,0
2/20/2015,419,0,0,0
2/21/2015,879,0,1,0
2/22/2015,924,0,1,0
2/23/2015,269,0,0,0
2/24/2015,374,0,0,0
2/25/2015,281,0,0,0
2/26/2015,290,0,0,0
2/27/2015,419,0,0,0
2/28/2015,1155,0,1,0
3/1/2015,1105,0,1,0
3/2/2015,341,0,0,0
3/3/2015,366,0,0,0
3/4/2015,275,0,0,0
3/5/2015,253,0,0,0
3/6/2015,434,0,0,0
3/7/2015,644,0,1,0
3/8/2015,543,0,1,0
3/9/2015,153,0,0,0
3/10/2015,304,0,0,0
3/11/2015,329,0,0,0
3/12/2015,372,0,0,0
3/13/2015,447,0,0,0
3/14/2015,683,0,1,0
3/15/2015,666,0,1,0
3/16/2015,217,0,0,0
3/17/2015,446,0,0,0
3/18/2015,326,0,0,0
3/19/2015,386,0,0,0
3/20/2015,436,0,0,0
3/21/2015,729,0,1,0
3/22/2015,659,0,1,0
3/23/2015,267,0,0,0
3/24/2015,507,0,0,0
3/25/2015,390,0,0,0
3/26/2015,342,0,0,0
3/27/2015,526,0,0,0
3/28/2015,602,0,1,0
3/29/2015,475,0,1,0
3/30/2015,222,0,0,0
3/31/2015,571,0,0,0
4/1/2015,600,0,0,0
4/2/2015,508,0,0,0
4/3/2015,569,0,0,0
4/4/2015,800,0,1,0
4/5/2015,7,0,1,1
4/6/2015,466,0,0,0
4/7/2015,1061,0,0,0
4/8/2015,891,0,0,0
4/9/2015,909,0,0,0
4/10/2015,877,0,0,0
4/11/2015,986,0,1,0
4/12/2015,678,0,1,0
4/13/2015,146,0,0,0
4/14/2015,374,0,0,0
4/15/2015,367,0,0,0
4/16/2015,391,0,0,0
4/17/2015,465,0,0,0
4/18/2015,644,0,1,0
4/19/2015,975,0,1,0
4/20/2015,204,0,0,0
4/21/2015,510,0,0,0
4/22/2015,450,0,0,0
4/23/2015,468,0,0,0
4/24/2015,560,0,0,0
4/25/2015,991,0,1,0
4/26/2015,920,0,1,0
4/27/2015,155,0,0,0
4/28/2015,401,0,0,0
4/29/2015,307,0,0,0
4/30/2015,367,0,0,0
5/1/2015,382,0,0,0
5/2/2015,582,0,1,0
5/3/2015,504,0,1,0
5/4/2015,209,0,0,0
5/5/2015,303,0,0,0
5/6/2015,272,0,0,0
5/7/2015,373,0,0,0
5/8/2015,668,0,0,0
5/9/2015,742,0,1,0
5/10/2015,0,0,1,1
5/11/2015,162,0,0,0
5/12/2015,314,0,0,0
5/13/2015,261,0,0,0
5/14/2015,370,0,0,0
5/15/2015,723,0,0,0
5/16/2015,572,0,1,0
5/17/2015,502,0,1,0
5/18/2015,225,0,0,0
5/19/2015,291,0,0,0
5/20/2015,222,0,0,0
5/21/2015,349,0,0,0
5/22/2015,537,0,0,0
5/23/2015,833,0,1,0
5/24/2015,707,0,1,0
5/25/2015,539,1,0,0
5/26/2015,270,0,0,0
5/27/2015,247,0,0,0
5/28/2015,332,0,0,0
5/29/2015,297,0,0,0
5/30/2015,487,0,1,0
5/31/2015,443,0,1,0
6/1/2015,175,0,0,0
6/2/2015,408,0,0,0
6/3/2015,287,0,0,0
6/4/2015,380,0,0,0
6/5/2015,384,0,0,0
6/6/2015,748,0,1,0
6/7/2015,453,0,1,0
6/8/2015,229,0,0,0
6/9/2015,454,0,0,0
6/10/2015,299,0,0,0
6/11/2015,413,0,0,0
6/12/2015,649,0,0,0
6/13/2015,524,0,1,0
6/14/2015,460,0,1,0
6/15/2015,255,0,0,0
6/16/2015,426,0,0,0
6/17/2015,458,0,0,0
6/18/2015,475,0,0,0
6/19/2015,509,0,0,0
6/20/2015,392,0,1,0
6/21/2015,0,0,1,1
6/22/2015,350,0,0,0
6/23/2015,527,0,0,0
6/24/2015,482,0,0,0
6/25/2015,613,0,0,0
6/26/2015,466,0,0,0
6/27/2015,579,0,1,0
6/28/2015,538,0,1,0
6/29/2015,282,0,0,0
6/30/2015,562,0,0,0
7/1/2015,491,0,0,0
7/2/2015,532,0,0,0
7/3/2015,953,0,0,0
7/4/2015,8,1,1,1
7/5/2015,458,0,1,0
7/6/2015,293,0,0,0
7/7/2015,590,0,0,0
7/8/2015,564,0,0,0
7/9/2015,596,0,0,0
7/10/2015,691,0,0,0
7/11/2015,622,0,1,0
7/12/2015,526,0,1,0
7/13/2015,277,0,0,0
7/14/2015,537,0,0,0
7/15/2015,444,0,0,0
7/16/2015,534,0,0,0
7/17/2015,553,0,0,0
7/18/2015,840,0,1,0
7/19/2015,690,0,1,0
7/20/2015,365,0,0,0
7/21/2015,748,0,0,0
7/22/2015,614,0,0,0
7/23/2015,483,0,0,0
7/24/2015,604,0,0,0
7/25/2015,604,0,1,0
7/26/2015,518,0,1,0
7/27/2015,256,0,0,0
7/28/2015,656,0,0,0
7/29/2015,591,0,0,0
7/30/2015,507,0,0,0
7/31/2015,603,0,0,0
8/1/2015,564,0,1,0
8/2/2015,477,0,1,0
8/3/2015,320,0,0,0
8/4/2015,589,0,0,0
8/5/2015,574,0,0,0
8/6/2015,573,0,0,0
8/7/2015,525,0,0,0
8/8/2015,546,0,1,0
8/9/2015,452,0,1,0
8/10/2015,334,0,0,0
8/11/2015,540,0,0,0
8/12/2015,434,0,0,0
8/13/2015,468,0,0,0
8/14/2015,806,0,0,0
8/15/2015,724,0,1,0
8/16/2015,648,0,1,0
8/17/2015,255,0,0,0
8/18/2015,543,0,0,0
8/19/2015,580,0,0,0
8/20/2015,537,0,0,0
8/21/2015,568,0,0,0
8/22/2015,593,0,1,0
8/23/2015,440,0,1,0
8/24/2015,309,0,0,0
8/25/2015,537,0,0,0
8/26/2015,489,0,0,0
8/27/2015,769,0,0,0
8/28/2015,743,0,0,0
8/29/2015,809,0,1,0
8/30/2015,580,0,1,0
8/31/2015,303,0,0,0
9/1/2015,456,0,0,0
9/2/2015,381,0,0,0
9/3/2015,363,0,0,0
9/4/2015,476,0,0,0
9/5/2015,673,0,1,0
9/6/2015,660,0,1,0
9/7/2015,533,1,0,0
9/8/2015,388,0,0,0
9/9/2015,417,0,0,0
9/10/2015,440,0,0,0
9/11/2015,589,0,0,0
9/12/2015,616,0,1,0
9/13/2015,519,0,1,0
9/14/2015,176,0,0,0
9/15/2015,444,0,0,0
9/16/2015,274,0,0,0
9/17/2015,241,0,0,0
9/18/2015,319,0,0,0
9/19/2015,740,0,1,0
9/20/2015,557,0,1,0
9/21/2015,162,0,0,0
9/22/2015,352,0,0,0
9/23/2015,369,0,0,0
9/24/2015,365,0,0,0
9/25/2015,432,0,0,0
9/26/2015,714,0,1,0
9/27/2015,599,0,1,0
9/28/2015,169,0,0,0
9/29/2015,333,0,0,0
9/30/2015,294,0,0,0
10/1/2015,306,0,0,0
10/2/2015,299,0,0,0
10/3/2015,566,0,1,0
10/4/2015,630,0,1,0
10/5/2015,189,0,0,0
10/6/2015,342,0,0,0
10/7/2015,286,0,0,0
10/8/2015,286,0,0,0
10/9/2015,478,0,0,0
10/10/2015,653,0,1,0
10/11/2015,616,0,1,0
10/12/2015,274,1,0,0
10/13/2015,356,0,0,0
10/14/2015,319,0,0,0
10/15/2015,282,0,0,0
10/16/2015,380,0,0,0
10/17/2015,482,0,1,0
10/18/2015,351,0,1,0
10/19/2015,148,0,0,0
10/20/2015,240,0,0,0
10/21/2015,218,0,0,0
10/22/2015,211,0,0,0
10/23/2015,326,0,0,0
10/24/2015,343,0,1,0
10/25/2015,328,0,1,0
10/26/2015,155,0,0,0
10/27/2015,277,0,0,0
10/28/2015,269,0,0,0
10/29/2015,239,0,0,0
10/30/2015,320,0,0,0
10/31/2015,829,0,1,0
11/1/2015,366,0,1,0
11/2/2015,211,0,0,0
11/3/2015,313,0,0,0
11/4/2015,262,0,0,0
11/5/2015,311,0,0,0
11/6/2015,364,0,0,0
11/7/2015,482,0,1,0
11/8/2015,366,0,1,0
11/9/2015,170,0,0,0
11/10/2015,280,0,0,0
11/11/2015,1045,1,0,0
11/12/2015,227,0,0,0
11/13/2015,340,0,0,0
11/14/2015,518,0,1,0
11/15/2015,446,0,1,0
11/16/2015,187,0,0,0
11/17/2015,341,0,0,0
11/18/2015,253,0,0,0
11/19/2015,185,0,0,0
11/20/2015,217,0,0,0
11/21/2015,486,0,1,0
11/22/2015,352,0,1,0
11/23/2015,381,0,0,0
11/24/2015,552,0,0,0
11/25/2015,534,0,0,0
11/26/2015,0,1,0,1
11/27/2015,597,1,0,0
11/28/2015,571,0,1,0
11/29/2015,308,0,1,0
11/30/2015,126,0,0,0
12/1/2015,252,0,0,0
12/2/2015,232,0,0,0
12/3/2015,209,0,0,0
12/4/2015,251,0,0,0
12/5/2015,398,0,1,0
12/6/2015,334,0,1,0
12/7/2015,120,0,0,0
12/8/2015,262,0,0,0
12/9/2015,215,0,0,0
12/10/2015,266,0,0,0
12/11/2015,411,0,0,0
12/12/2015,361,0,1,0
12/13/2015,444,0,1,0
12/14/2015,199,0,0,0
12/15/2015,305,0,0,0
12/16/2015,249,0,0,0
12/17/2015,209,0,0,0
12/18/2015,363,0,0,0
12/19/2015,322,0,1,0
12/20/2015,346,0,1,0
12/21/2015,370,0,0,0
12/22/2015,984,0,0,0
12/23/2015,552,0,0,0
12/24/2015,0,0,0,1
12/25/2015,0,1,0,1
12/26/2015,551,0,1,0
12/27/2015,682,0,1,0
12/28/2015,481,0,0,0
12/29/2015,984,0,0,0
12/30/2015,955,0,0,0
12/31/2015,1506,0,0,0
1/1/2016,0,1,0,1
1/2/2016,733,0,1,0
1/3/2016,385,0,1,0
1/4/2016,205,0,0,0
1/5/2016,399,0,0,0
1/6/2016,435,0,0,0
1/7/2016,460,0,0,0
1/8/2016,555,0,0,0
1/9/2016,800,0,1,0
1/10/2016,582,0,1,0
1/11/2016,127,0,0,0
1/12/2016,255,0,0,0
1/13/2016,310,0,0,0
1/14/2016,261,0,0,0
1/15/2016,448,0,0,0
1/16/2016,717,0,1,0
1/17/2016,546,0,1,0
1/18/2016,814,1,0,0
1/19/2016,289,0,0,0
1/20/2016,337,0,0,0
1/21/2016,257,0,0,0
1/22/2016,307,0,0,0
1/23/2016,777,0,1,0
1/24/2016,454,0,1,0
1/25/2016,177,0,0,0
1/26/2016,264,0,0,0
1/27/2016,227,0,0,0
1/28/2016,265,0,0,0
1/29/2016,395,0,0,0
1/30/2016,773,0,1,0
1/31/2016,932,0,1,0
2/1/2016,239,0,0,0
2/2/2016,312,0,0,0
2/3/2016,288,0,0,0
2/4/2016,242,0,0,0
2/5/2016,306,0,0,0
2/6/2016,493,0,1,0
2/7/2016,263,0,1,0
2/8/2016,203,0,0,0
2/9/2016,235,0,0,0
2/10/2016,248,0,0,0
2/11/2016,213,0,0,0
2/12/2016,480,0,0,0
2/13/2016,572,0,1,0
2/14/2016,548,0,1,0
2/15/2016,897,1,0,0
2/16/2016,306,0,0,0
2/17/2016,249,0,0,0
2/18/2016,507,0,0,0
2/19/2016,362,0,0,0
2/20/2016,502,0,1,0
2/21/2016,398,0,1,0
2/22/2016,172,0,0,0
2/23/2016,204,0,0,0
2/24/2016,287,0,0,0
2/25/2016,288,0,0,0
2/26/2016,319,0,0,0
2/27/2016,528,0,1,0
2/28/2016,506,0,1,0
2/29/2016,170,0,0,0
3/1/2016,243,0,0,0
3/2/2016,651,0,0,0
3/3/2016,311,0,0,0
3/4/2016,405,0,0,0
3/5/2016,328,0,1,0
3/6/2016,760,0,1,0
3/7/2016,287,0,0,0
3/8/2016,297,0,0,0
3/9/2016,278,0,0,0
3/10/2016,263,0,0,0
3/11/2016,590,0,0,0
3/12/2016,577,0,1,0
3/13/2016,467,0,1,0
3/14/2016,260,0,0,0
3/15/2016,295,0,0,0
3/16/2016,238,0,0,0
3/17/2016,384,0,0,0
3/18/2016,388,0,0,0
3/19/2016,544,0,1,0
3/20/2016,495,0,1,0
3/21/2016,220,0,0,0
3/22/2016,385,0,0,0
3/23/2016,396,0,0,0
3/24/2016,438,0,0,0
3/25/2016,667,0,0,0
3/26/2016,835,0,1,0
3/27/2016,6,0,1,1
3/28/2016,532,0,0,0
3/29/2016,728,0,0,0
3/30/2016,845,0,0,0
3/31/2016,796,0,0,0
4/1/2016,753,0,0,0
4/2/2016,592,0,1,0
4/3/2016,422,0,1,0
4/4/2016,237,0,0,0
4/5/2016,436,0,0,0
4/6/2016,469,0,0,0
4/7/2016,661,0,0,0
4/8/2016,1077,0,0,0
4/9/2016,1296,0,1,0
4/10/2016,758,0,1,0
4/11/2016,221,0,0,0
4/12/2016,319,0,0,0
4/13/2016,310,0,0,0
4/14/2016,366,0,0,0
4/15/2016,410,0,0,0
4/16/2016,587,0,1,0
4/17/2016,400,0,1,0
4/18/2016,194,0,0,0
4/19/2016,342,0,0,0
4/20/2016,326,0,0,0
4/21/2016,350,0,0,0
4/22/2016,417,0,0,0
4/23/2016,520,0,1,0
4/24/2016,445,0,1,0
4/25/2016,164,0,0,0
4/26/2016,345,0,0,0
4/27/2016,395,0,0,0
4/28/2016,388,0,0,0
4/29/2016,343,0,0,0
4/30/2016,646,0,1,0
5/1/2016,467,0,1,0
5/2/2016,139,0,0,0
5/3/2016,265,0,0,0
5/4/2016,338,0,0,0
5/5/2016,322,0,0,0
5/6/2016,634,0,0,0
5/7/2016,622,0,1,0
5/8/2016,0,1,1,1
5/9/2016,202,0,0,0
5/10/2016,257,0,0,0
5/11/2016,315,0,0,0
5/12/2016,266,0,0,0
5/13/2016,429,0,0,0
5/14/2016,570,0,1,0
5/15/2016,516,0,1,0
5/16/2016,205,0,0,0
5/17/2016,299,0,0,0
5/18/2016,292,0,0,0
5/19/2016,325,0,0,0
5/20/2016,295,0,0,0
5/21/2016,668,0,1,0
5/22/2016,464,0,1,0
5/23/2016,171,0,0,0
5/24/2016,349,0,0,0
5/25/2016,327,0,0,0
5/26/2016,326,0,0,0
5/27/2016,406,0,0,0
5/28/2016,663,0,1,0
5/29/2016,548,0,1,0
5/30/2016,425,1,0,0
5/31/2016,293,0,0,0
6/1/2016,294,0,0,0
6/2/2016,275,0,0,0
6/3/2016,359,0,0,0
6/4/2016,570,0,1,0
6/5/2016,404,0,1,0
6/6/2016,176,0,0,0
6/7/2016,328,0,0,0
6/8/2016,417,0,0,0
6/9/2016,390,0,0,0
6/10/2016,602,0,0,0
6/11/2016,856,0,1,0
6/12/2016,571,0,1,0
6/13/2016,256,0,0,0
6/14/2016,511,0,0,0
6/15/2016,444,0,0,0
6/16/2016,404,0,0,0
6/17/2016,431,0,0,0
6/18/2016,515,0,1,0
6/19/2016,352,0,1,0
6/20/2016,421,0,0,0
6/21/2016,604,0,0,0
6/22/2016,493,0,0,0
6/23/2016,537,0,0,0
6/24/2016,547,0,0,0
6/25/2016,590,0,1,0
6/26/2016,436,0,1,0
6/27/2016,299,0,0,0
6/28/2016,580,0,0,0
6/29/2016,572,0,0,0
6/30/2016,565,0,0,0
7/1/2016,618,0,0,0
7/2/2016,599,0,1,0
7/3/2016,613,0,1,0
7/4/2016,0,1,0,1
7/5/2016,485,0,0,0
7/6/2016,566,0,0,0
7/7/2016,509,0,0,0
7/8/2016,718,0,0,0
7/9/2016,639,0,1,0
7/10/2016,445,0,1,0
7/11/2016,295,0,0,0
7/12/2016,582,0,0,0
7/13/2016,522,0,0,0
7/14/2016,604,0,0,0
7/15/2016,600,0,0,0
7/16/2016,486,0,1,0
7/17/2016,572,0,1,0
7/18/2016,322,0,0,0
7/19/2016,504,0,0,0
7/20/2016,649,0,0,0
7/21/2016,675,0,0,0
7/22/2016,847,0,0,0
7/23/2016,792,0,1,0
7/24/2016,698,0,1,0
7/25/2016,354,0,0,0
7/26/2016,695,0,0,0
7/27/2016,555,0,0,0
7/28/2016,740,0,0,0
7/29/2016,713,0,0,0
7/30/2016,691,0,1,0
7/31/2016,587,0,1,0
8/1/2016,327,0,0,0
8/2/2016,652,0,0,0
8/3/2016,634,0,0,0
8/4/2016,613,0,0,0
8/5/2016,615,0,0,0
8/6/2016,797,0,1,0
8/7/2016,539,0,1,0
8/8/2016,282,0,0,0
8/9/2016,630,0,0,0
8/10/2016,527,0,0,0
8/11/2016,848,0,0,0
8/12/2016,825,0,0,0
8/13/2016,743,0,1,0
8/14/2016,595,0,1,0
8/15/2016,358,0,0,0
8/16/2016,719,0,0,0
8/17/2016,650,0,0,0
8/18/2016,669,0,0,0
8/19/2016,684,0,0,0
8/20/2016,665,0,1,0
8/21/2016,547,0,1,0
8/22/2016,360,0,0,0
8/23/2016,646,0,0,0
8/24/2016,590,0,0,0
8/25/2016,489,0,0,0
8/26/2016,594,0,0,0
8/27/2016,744,0,1,0
8/28/2016,600,0,1,0
8/29/2016,234,0,0,0
8/30/2016,505,0,0,0
8/31/2016,511,0,0,0
9/1/2016,549,0,0,0
9/2/2016,612,0,0,0
9/3/2016,791,0,1,0
9/4/2016,790,0,1,0
9/5/2016,637,1,0,0
9/6/2016,338,0,0,0
9/7/2016,335,0,0,0
9/8/2016,299,0,0,0
9/9/2016,440,0,0,0
9/10/2016,675,0,1,0
9/11/2016,544,0,1,0
9/12/2016,184,0,0,0
9/13/2016,404,0,0,0
9/14/2016,296,0,0,0
9/15/2016,277,0,0,0
9/16/2016,422,0,0,0
9/17/2016,678,0,1,0
9/18/2016,646,0,1,0
9/19/2016,202,0,0,0
9/20/2016,397,0,0,0
9/21/2016,346,0,0,0
9/22/2016,391,0,0,0
9/23/2016,379,0,0,0
9/24/2016,791,0,1,0
9/25/2016,670,0,1,0
9/26/2016,322,0,0,0
9/27/2016,465,0,0,0
9/28/2016,377,0,0,0
9/29/2016,369,0,0,0
9/30/2016,424,0,0,0
10/1/2016,13,0,1,1
10/2/2016,674,0,1,0
10/3/2016,201,0,0,0
10/4/2016,362,0,0,0
10/5/2016,250,0,0,0
10/6/2016,369,0,0,0
10/7/2016,469,0,0,0
10/8/2016,622,0,1,0
10/9/2016,595,0,1,0
10/10/2016,318,1,0,0
10/11/2016,367,0,0,0
10/12/2016,439,0,0,0
10/13/2016,298,0,0,0
10/14/2016,451,0,0,0
10/15/2016,606,0,1,0
10/16/2016,542,0,1,0
10/17/2016,315,0,0,0
10/18/2016,302,0,0,0
10/19/2016,318,0,0,0
10/20/2016,421,0,0,0
10/21/2016,524,0,0,0
10/22/2016,520,0,1,0
10/23/2016,571,0,1,0
10/24/2016,301,0,0,0
10/25/2016,397,0,0,0
10/26/2016,275,0,0,0
10/27/2016,274,0,0,0
10/28/2016,443,0,0,0
10/29/2016,472,0,1,0
10/30/2016,502,0,1,0
10/31/2016,769,0,0,0
11/1/2016,331,0,0,0
11/2/2016,310,0,0,0
11/3/2016,353,0,0,0
11/4/2016,384,0,0,0
11/5/2016,645,0,1,0
11/6/2016,420,0,1,0
11/7/2016,157,0,0,0
11/8/2016,412,0,0,0
11/9/2016,349,0,0,0
11/10/2016,381,0,0,0
11/11/2016,1425,1,0,0
11/12/2016,729,0,1,0
11/13/2016,523,0,1,0
11/14/2016,185,0,0,0
11/15/2016,322,0,0,0
11/16/2016,292,0,0,0
11/17/2016,364,0,0,0
11/18/2016,306,0,0,0
11/19/2016,603,0,1,0
11/20/2016,559,0,1,0
11/21/2016,706,0,0,0
11/22/2016,621,0,0,0
11/23/2016,566,0,0,0
11/24/2016,11,1,0,1
11/25/2016,556,1,0,0
11/26/2016,736,0,1,0
11/27/2016,793,0,1,0
11/28/2016,232,0,0,0
11/29/2016,336,0,0,0
11/30/2016,340,0,0,0
12/1/2016,326,0,0,0
12/2/2016,355,0,0,0
12/3/2016,444,0,1,0
12/4/2016,378,0,1,0
12/5/2016,162,0,0,0
12/6/2016,323,0,0,0
12/7/2016,323,0,0,0
12/8/2016,295,0,0,0
12/9/2016,413,0,0,0
12/10/2016,549,0,1,0
12/11/2016,493,0,1,0
12/12/2016,265,0,0,0
12/13/2016,330,0,0,0
12/14/2016,300,0,0,0
12/15/2016,415,0,0,0
12/16/2016,561,0,0,0
12/17/2016,718,0,1,0
12/18/2016,627,0,1,0
12/19/2016,304,0,0,0
12/20/2016,479,0,0,0
12/21/2016,675,0,0,0
12/22/2016,810,0,0,0
12/23/2016,831,0,0,0
12/24/2016,279,0,1,0
12/25/2016,0,0,1,1
12/26/2016,573,1,0,0
12/27/2016,828,0,0,0
12/28/2016,879,0,0,0
12/29/2016,796,0,0,0
12/30/2016,1448,0,0,0
12/31/2016,1886,0,1,0
1/1/2017,0,0,1,1
1/2/2017,0,1,0,1
1/3/2017,656,0,0,0
1/4/2017,481,0,0,0
1/5/2017,887,0,0,0
1/6/2017,550,0,0,0
1/7/2017,816,0,1,0
1/8/2017,476,0,1,0
1/9/2017,359,0,0,0
1/10/2017,420,0,0,0
1/11/2017,441,0,0,0
1/12/2017,469,0,0,0
1/13/2017,621,0,0,0
1/14/2017,762,0,1,0
1/15/2017,612,0,1,0
1/16/2017,1081,1,0,0
1/17/2017,296,0,0,0
1/18/2017,307,0,0,0
1/19/2017,449,0,0,0
1/20/2017,567,0,0,0
1/21/2017,1036,0,1,0
1/22/2017,861,0,1,0
1/23/2017,332,0,0,0
1/24/2017,446,0,0,0
1/25/2017,382,0,0,0
1/26/2017,351,0,0,0
1/27/2017,474,0,0,0
1/28/2017,877,0,1,0
1/29/2017,647,0,1,0
1/30/2017,169,0,0,0
1/31/2017,324,0,0,0
2/1/2017,285,0,0,0
2/2/2017,388,0,0,0
2/3/2017,703,0,0,0
2/4/2017,1006,0,1,0
2/5/2017,635,0,1,0
2/6/2017,337,0,0,0
2/7/2017,656,0,0,0
2/8/2017,363,0,0,0
2/9/2017,300,0,0,0
2/10/2017,698,0,0,0
2/11/2017,1341,0,1,0
2/12/2017,749,0,1,0
2/13/2017,213,0,0,0
2/14/2017,264,0,0,0
2/15/2017,351,0,0,0
2/16/2017,352,0,0,0
2/17/2017,1027,0,0,0
2/18/2017,1676,0,1,0
2/19/2017,1400,0,1,0
2/20/2017,1460,1,0,0
2/21/2017,391,0,0,0
2/22/2017,391,0,0,0
2/23/2017,410,0,0,0
2/24/2017,492,0,0,0
2/25/2017,1104,0,1,0
2/26/2017,1108,0,1,0
2/27/2017,356,0,0,0
2/28/2017,478,0,0,0
3/1/2017,366,0,0,0
3/2/2017,336,0,0,0
3/3/2017,396,0,0,0
3/4/2017,1006,0,1,0
3/5/2017,902,0,1,0
3/6/2017,199,0,0,0
3/7/2017,336,0,0,0
3/8/2017,334,0,0,0
3/9/2017,287,0,0,0
3/10/2017,533,0,0,0
3/11/2017,669,0,1,0
3/12/2017,487,0,1,0
3/13/2017,225,0,0,0
3/14/2017,354,0,0,0
3/15/2017,451,0,0,0
3/16/2017,372,0,0,0
3/17/2017,651,0,0,0
3/18/2017,732,0,1,0
3/19/2017,630,0,1,0
3/20/2017,244,0,0,0
3/21/2017,684,0,0,0
3/22/2017,628,0,0,0
3/23/2017,442,0,0,0
3/24/2017,433,0,0,0
3/25/2017,1032,0,1,0
3/26/2017,708,0,1,0
3/27/2017,323,0,0,0
3/28/2017,400,0,0,0
3/29/2017,473,0,0,0
3/30/2017,454,0,0,0
3/31/2017,632,0,0,0
4/1/2017,638,0,1,0
4/2/2017,559,0,1,0
4/3/2017,355,0,0,0
4/4/2017,554,0,0,0
4/5/2017,592,0,0,0
4/6/2017,628,0,0,0
4/7/2017,659,0,0,0
4/8/2017,910,0,1,0
4/9/2017,559,0,1,0
4/10/2017,303,0,0,0
4/11/2017,538,0,0,0
4/12/2017,585,0,0,0
4/13/2017,675,0,0,0
4/14/2017,912,0,0,0
4/15/2017,1088,0,1,0
