Date,Attendence,Fed Holiday,Weekend,Closed
3/13/2012,317,0,0,0
3/14/2012,362,0,0,0
3/15/2012,370,0,0,0
3/16/2012,556,0,0,0
3/17/2012,261,0,1,0
3/18/2012,982,0,1,0
3/19/2012,271,0,0,0
3/20/2012,331,0,0,0
3/21/2012,308,0,0,0
3/22/2012,379,0,0,0
3/23/2012,460,0,0,0
3/24/2012,683,0,1,0
3/25/2012,795,0,1,0
3/26/2012,318,0,0,0
3/27/2012,334,0,0,0
3/28/2012,381,0,0,0
3/29/2012,388,0,0,0
3/30/2012,435,0,0,0
3/31/2012,691,0,1,0
4/1/2012,535,0,1,0
4/2/2012,246,0,0,0
4/3/2012,429,0,0,0
4/4/2012,425,0,0,0
4/5/2012,505,0,0,0
4/6/2012,662,0,0,0
4/7/2012,662,0,1,0
4/8/2012,0,0,1,1
4/9/2012,414,0,0,0
4/10/2012,707,0,0,0
4/11/2012,1429,0,0,0
4/12/2012,1104,0,0,0
4/13/2012,1359,0,0,0
4/14/2012,901,0,1,0
4/15/2012,510,0,1,0
4/16/2012,148,0,0,0
4/17/2012,285,0,0,0
4/18/2012,330,0,0,0
4/19/2012,326,0,0,0
4/20/2012,322,0,0,0
4/21/2012,536,0,1,0
4/22/2012,527,0,1,0
4/23/2012,194,0,0,0
4/24/2012,363,0,0,0
4/25/2012,337,0,0,0
4/26/2012,439,0,0,0
4/27/2012,327,0,0,0
4/28/2012,303,0,1,0
4/29/2012,430,0,1,0
4/30/2012,184,0,0,0
5/1/2012,523,0,0,0
5/2/2012,331,0,0,0
5/3/2012,393,0,0,0
5/4/2012,332,0,0,0
5/5/2012,488,0,1,0
5/6/2012,324,0,1,0
5/7/2012,596,0,0,0
5/8/2012,226,0,0,0
5/9/2012,240,0,0,0
5/10/2012,275,0,0,0
5/11/2012,316,0,0,0
5/12/2012,389,0,1,0
5/13/2012,0,0,1,1
5/14/2012,120,0,0,0
5/15/2012,264,0,0,0
5/16/2012,308,0,0,0
5/17/2012,324,0,0,0
5/18/2012,292,0,0,0
5/19/2012,652,0,1,0
5/20/2012,390,0,1,0
5/21/2012,130,0,0,0
5/22/2012,253,0,0,0
5/23/2012,320,0,0,0
5/24/2012,352,0,0,0
5/25/2012,608,0,0,0
5/26/2012,827,0,1,0
5/27/2012,507,0,1,0
5/28/2012,525,1,0,0
5/29/2012,210,0,0,0
5/30/2012,298,0,0,0
5/31/2012,310,0,0,0
6/1/2012,382,0,0,0
6/2/2012,417,0,1,0
6/3/2012,400,0,1,0
6/4/2012,144,0,0,0
6/5/2012,285,0,0,0
6/6/2012,422,0,0,0
6/7/2012,375,0,0,0
6/8/2012,553,0,0,0
6/9/2012,462,0,1,0
6/10/2012,369,0,1,0
6/11/2012,212,0,0,0
6/12/2012,356,0,0,0
6/13/2012,476,0,0,0
6/14/2012,419,0,0,0
6/15/2012,510,0,0,0
6/16/2012,462,0,1,0
6/17/2012,0,0,1,1
6/18/2012,241,0,0,0
6/19/2012,559,0,0,0
6/20/2012,551,0,0,0
6/21/2012,558,0,0,0
6/22/2012,657,0,0,0
6/23/2012,417,0,1,0
6/24/2012,589,0,1,0
6/25/2012,217,0,0,0
6/26/2012,472,0,0,0
6/27/2012,435,0,0,0
6/28/2012,583,0,0,0
6/29/2012,540,0,0,0
6/30/2012,570,0,1,0
7/1/2012,505,0,1,0
7/2/2012,318,0,0,0
7/3/2012,640,0,0,0
7/4/2012,0,1,0,1
7/5/2012,601,0,0,0
7/6/2012,757,0,0,0
7/7/2012,674,0,1,0
7/8/2012,409,0,1,0
7/9/2012,223,0,0,0
7/10/2012,514,0,0,0
7/11/2012,521,0,0,0
7/12/2012,549,0,0,0
7/13/2012,960,0,0,0
7/14/2012,485,0,1,0
7/15/2012,469,0,1,0
7/16/2012,270,0,0,0
7/17/2012,631,0,0,0
7/18/2012,548,0,0,0
7/19/2012,500,0,0,0
7/20/2012,574,0,0,0
7/21/2012,556,0,1,0
7/22/2012,460,0,1,0
7/23/2012,306,0,0,0
7/24/2012,485,0,0,0
7/25/2012,541,0,0,0
7/26/2012,516,0,0,0
7/27/2012,755,0,0,0
7/28/2012,521,0,1,0
7/29/2012,476,0,1,0
7/30/2012,285,0,0,0
7/31/2012,636,0,0,0
8/1/2012,567,0,0,0
8/2/2012,548,0,0,0
8/3/2012,672,0,0,0
8/4/2012,464,0,1,0
8/5/2012,443,0,1,0
8/6/2012,312,0,0,0
8/7/2012,545,0,0,0
8/8/2012,708,0,0,0
8/9/2012,579,0,0,0
8/10/2012,926,0,0,0
8/11/2012,640,0,1,0
8/12/2012,495,0,1,0
8/13/2012,265,0,0,0
8/14/2012,755,0,0,0
8/15/2012,620,0,0,0
8/16/2012,650,0,0,0
8/17/2012,591,0,0,0
8/18/2012,731,0,1,0
8/19/2012,502,0,1,0
8/20/2012,299,0,0,0
8/21/2012,599,0,0,0
8/22/2012,573,0,0,0
8/23/2012,561,0,0,0
8/24/2012,692,0,0,0
8/25/2012,536,0,1,0
8/26/2012,486,0,1,0
8/27/2012,293,0,0,0
8/28/2012,608,0,0,0
8/29/2012,617,0,0,0
8/30/2012,550,0,0,0
8/31/2012,647,0,0,0
9/1/2012,637,0,1,0
9/2/2012,559,0,1,0
9/3/2012,497,1,0,0
9/4/2012,352,0,0,0
9/5/2012,295,0,0,0
9/6/2012,250,0,0,0
9/7/2012,361,0,0,0
9/8/2012,648,0,1,0
9/9/2012,488,0,1,0
9/10/2012,157,0,0,0
9/11/2012,316,0,0,0
9/12/2012,351,0,0,0
9/13/2012,270,0,0,0
9/14/2012,494,0,0,0
9/15/2012,841,0,1,0
9/16/2012,474,0,1,0
9/17/2012,237,0,0,0
9/18/2012,317,0,0,0
9/19/2012,285,0,0,0
9/20/2012,326,0,0,0
9/21/2012,356,0,0,0
9/22/2012,556,0,1,0
9/23/2012,588,0,1,0
9/24/2012,0,0,0,1
9/25/2012,0,0,0,1
9/26/2012,372,0,0,0
9/27/2012,301,0,0,0
9/28/2012,349,0,0,0
9/29/2012,509,0,1,0
9/30/2012,495,0,1,0
10/1/2012,279,0,0,0
10/2/2012,411,0,0,0
10/3/2012,248,0,0,0
10/4/2012,290,0,0,0
10/5/2012,347,0,0,0
10/6/2012,528,0,1,0
10/7/2012,381,0,1,0
10/8/2012,297,1,0,0
10/9/2012,297,0,0,0
10/10/2012,224,0,0,0
10/11/2012,501,0,0,0
10/12/2012,506,0,0,0
10/13/2012,367,0,1,0
10/14/2012,396,0,1,0
10/15/2012,171,0,0,0
10/16/2012,324,0,0,0
10/17/2012,337,0,0,0
10/18/2012,327,0,0,0
10/19/2012,423,0,0,0
10/20/2012,591,0,1,0
10/21/2012,624,0,1,0
10/22/2012,207,0,0,0
10/23/2012,333,0,0,0
10/24/2012,277,0,0,0
10/25/2012,225,0,0,0
10/26/2012,309,0,0,0
10/27/2012,419,0,1,0
10/28/2012,288,0,1,0
10/29/2012,145,0,0,0
10/30/2012,281,0,0,0
10/31/2012,303,0,0,0
11/1/2012,257,0,0,0
11/2/2012,340,0,0,0
11/3/2012,0,0,1,1
11/4/2012,465,0,1,0
11/5/2012,130,0,0,0
11/6/2012,325,0,0,0
11/7/2012,368,0,0,0
11/8/2012,453,0,0,0
11/9/2012,715,0,0,0
11/10/2012,840,0,1,0
11/11/2012,631,0,1,0
11/12/2012,811,1,0,0
11/13/2012,255,0,0,0
11/14/2012,297,0,0,0
11/15/2012,321,0,0,0
11/16/2012,337,0,0,0
11/17/2012,580,0,1,0
11/18/2012,517,0,1,0
11/19/2012,406,0,0,0
11/20/2012,750,0,0,0
11/21/2012,631,0,0,0
11/22/2012,0,1,0,1
11/23/2012,691,1,0,0
11/24/2012,538,0,1,0
11/25/2012,411,0,1,0
11/26/2012,161,0,0,0
11/27/2012,279,0,0,0
11/28/2012,291,0,0,0
11/29/2012,437,0,0,0
11/30/2012,448,0,0,0
12/1/2012,523,0,1,0
12/2/2012,394,0,1,0
12/3/2012,227,0,0,0
12/4/2012,256,0,0,0
12/5/2012,365,0,0,0
12/6/2012,355,0,0,0
12/7/2012,320,0,0,0
12/8/2012,362,0,1,0
12/9/2012,394,0,1,0
12/10/2012,139,0,0,0
12/11/2012,364,0,0,0
12/12/2012,434,0,0,0
12/13/2012,525,0,0,0
12/14/2012,596,0,0,0
12/15/2012,392,0,1,0
12/16/2012,502,0,1,0
12/17/2012,238,0,0,0
12/18/2012,473,0,0,0
12/19/2012,284,0,0,0
12/20/2012,303,0,0,0
12/21/2012,921,0,0,0
12/22/2012,401,0,1,0
12/23/2012,343,0,1,0
12/24/2012,0,0,0,1
12/25/2012,0,1,0,1
12/26/2012,881,0,0,0
12/27/2012,1089,0,0,0
12/28/2012,1143,0,0,0
12/29/2012,1304,0,1,0
12/30/2012,906,0,1,0
12/31/2012,636,0,0,0
1/1/2013,0,1,0,1
1/2/2013,753,0,0,0
1/3/2013,927,0,0,0
1/4/2013,769,0,0,0
1/5/2013,504,0,1,0
1/6/2013,582,0,1,0
1/7/2013,182,0,0,0
1/8/2013,278,0,0,0
1/9/2013,273,0,0,0
1/10/2013,422,0,0,0
1/11/2013,501,0,0,0
1/12/2013,587,0,1,0
1/13/2013,483,0,1,0
1/14/2013,188,0,0,0
1/15/2013,268,0,0,0
1/16/2013,219,0,0,0
1/17/2013,224,0,0,0
1/18/2013,278,0,0,0
1/19/2013,523,0,1,0
1/20/2013,383,0,1,0
1/21/2013,777,1,0,0
1/22/2013,232,0,0,0
1/23/2013,185,0,0,0
1/24/2013,483,0,0,0
1/25/2013,527,0,0,0
1/26/2013,953,0,1,0
1/27/2013,736,0,1,0
1/28/2013,214,0,0,0
1/29/2013,233,0,0,0
1/30/2013,215,0,0,0
1/31/2013,0,0,0,1
2/1/2013,241,0,0,0
2/2/2013,528,0,1,0
2/3/2013,315,0,1,0
2/4/2013,101,0,0,0
2/5/2013,341,0,0,0
2/6/2013,209,0,0,0
2/7/2013,259,0,0,0
2/8/2013,676,0,0,0
2/9/2013,736,0,1,0
2/10/2013,839,0,1,0
2/11/2013,216,0,0,0
2/12/2013,267,0,0,0
2/13/2013,218,0,0,0
2/14/2013,240,0,0,0
2/15/2013,357,0,0,0
2/16/2013,410,0,1,0
2/17/2013,524,0,1,0
2/18/2013,1125,1,0,0
2/19/2013,626,0,0,0
2/20/2013,463,0,0,0
2/21/2013,391,0,0,0
2/22/2013,457,0,0,0
2/23/2013,613,0,1,0
2/24/2013,581,0,1,0
2/25/2013,155,0,0,0
2/26/2013,298,0,0,0
2/27/2013,236,0,0,0
2/28/2013,201,0,0,0
3/1/2013,250,0,0,0
3/2/2013,528,0,1,0
3/3/2013,426,0,1,0
3/4/2013,174,0,0,0
3/5/2013,312,0,0,0
3/6/2013,360,0,0,0
3/7/2013,482,0,0,0
3/8/2013,839,0,0,0
3/9/2013,719,0,1,0
3/10/2013,375,0,1,0
3/11/2013,132,0,0,0
3/12/2013,245,0,0,0
3/13/2013,281,0,0,0
3/14/2013,221,0,0,0
3/15/2013,296,0,0,0
3/16/2013,454,0,1,0
3/17/2013,600,0,1,0
3/18/2013,151,0,0,0
3/19/2013,349,0,0,0
3/20/2013,296,0,0,0
3/21/2013,264,0,0,0
3/22/2013,370,0,0,0
3/23/2013,565,0,1,0
3/24/2013,395,0,1,0
3/25/2013,197,0,0,0
3/26/2013,399,0,0,0
3/27/2013,482,0,0,0
3/28/2013,455,0,0,0
3/29/2013,618,0,0,0
3/30/2013,435,0,1,0
3/31/2013,0,0,1,1
4/1/2013,520,0,0,0
4/2/2013,841,0,0,0
4/3/2013,736,0,0,0
4/4/2013,732,0,0,0
4/5/2013,890,0,0,0
4/6/2013,594,0,1,0
4/7/2013,435,0,1,0
4/8/2013,292,0,0,0
4/9/2013,421,0,0,0
4/10/2013,430,0,0,0
4/11/2013,425,0,0,0
4/12/2013,670,0,0,0
4/13/2013,727,0,1,0
4/14/2013,625,0,1,0
4/15/2013,251,0,0,0
4/16/2013,416,0,0,0
4/17/2013,217,0,0,0
4/18/2013,317,0,0,0
4/19/2013,335,0,0,0
4/20/2013,606,0,1,0
4/21/2013,417,0,1,0
4/22/2013,223,0,0,0
4/23/2013,287,0,0,0
4/24/2013,364,0,0,0
4/25/2013,334,0,0,0
4/26/2013,314,0,0,0
4/27/2013,277,0,1,0
4/28/2013,448,0,1,0
4/29/2013,123,0,0,0
4/30/2013,305,0,0,0
5/1/2013,263,0,0,0
5/2/2013,296,0,0,0
5/3/2013,343,0,0,0
5/4/2013,476,0,1,0
5/5/2013,569,0,1,0
5/6/2013,267,0,0,0
5/7/2013,443,0,0,0
5/8/2013,326,0,0,0
5/9/2013,296,0,0,0
5/10/2013,394,0,0,0
5/11/2013,431,0,1,0
5/12/2013,0,0,1,1
5/13/2013,170,0,0,0
5/14/2013,326,0,0,0
5/15/2013,278,0,0,0
5/16/2013,237,0,0,0
5/17/2013,370,0,0,0
5/18/2013,475,0,1,0
5/19/2013,352,0,1,0
5/20/2013,125,0,0,0
5/21/2013,324,0,0,0
5/22/2013,275,0,0,0
5/23/2013,309,0,0,0
5/24/2013,518,0,0,0
5/25/2013,531,0,1,0
5/26/2013,651,0,1,0
5/27/2013,407,1,0,0
5/28/2013,299,0,0,0
5/29/2013,309,0,0,0
5/30/2013,300,0,0,0
5/31/2013,326,0,0,0
6/1/2013,465,0,1,0
6/2/2013,383,0,1,0
6/3/2013,154,0,0,0
6/4/2013,419,0,0,0
6/5/2013,292,0,0,0
6/6/2013,299,0,0,0
6/7/2013,421,0,0,0
6/8/2013,895,0,1,0
6/9/2013,534,0,1,0
6/10/2013,119,0,0,0
6/11/2013,414,0,0,0
6/12/2013,462,0,0,0
6/13/2013,482,0,0,0
6/14/2013,791,0,0,0
6/15/2013,432,0,1,0
6/16/2013,0,0,1,1
6/17/2013,220,0,0,0
6/18/2013,577,0,0,0
6/19/2013,528,0,0,0
6/20/2013,543,0,0,0
6/21/2013,627,0,0,0
6/22/2013,507,0,1,0
6/23/2013,435,0,1,0
6/24/2013,327,0,0,0
6/25/2013,507,0,0,0
6/26/2013,518,0,0,0
6/27/2013,501,0,0,0
6/28/2013,699,0,0,0
6/29/2013,594,0,1,0
6/30/2013,587,0,1,0
7/1/2013,304,0,0,0
7/2/2013,675,0,0,0
7/3/2013,550,0,0,0
7/4/2013,0,1,0,1
7/5/2013,740,0,0,0
7/6/2013,648,0,1,0
7/7/2013,550,0,1,0
7/8/2013,282,0,0,0
7/9/2013,554,0,0,0
7/10/2013,556,0,0,0
7/11/2013,727,0,0,0
7/12/2013,827,0,0,0
7/13/2013,527,0,1,0
7/14/2013,536,0,1,0
7/15/2013,283,0,0,0
7/16/2013,658,0,0,0
7/17/2013,610,0,0,0
7/18/2013,643,0,0,0
7/19/2013,798,0,0,0
7/20/2013,712,0,1,0
7/21/2013,593,0,1,0
7/22/2013,333,0,0,0
7/23/2013,898,0,0,0
7/24/2013,866,0,0,0
7/25/2013,534,0,0,0
7/26/2013,725,0,0,0
7/27/2013,508,0,1,0
7/28/2013,471,0,1,0
7/29/2013,272,0,0,0
7/30/2013,581,0,0,0
7/31/2013,581,0,0,0
8/1/2013,567,0,0,0
8/2/2013,596,0,0,0
8/3/2013,467,0,1,0
8/4/2013,509,0,1,0
8/5/2013,299,0,0,0
8/6/2013,617,0,0,0
8/7/2013,478,0,0,0
8/8/2013,508,0,0,0
8/9/2013,834,0,0,0
8/10/2013,588,0,1,0
8/11/2013,454,0,1,0
8/12/2013,210,0,0,0
8/13/2013,594,0,0,0
8/14/2013,464,0,0,0
8/15/2013,555,0,0,0
8/16/2013,588,0,0,0
8/17/2013,533,0,1,0
8/18/2013,400,0,1,0
8/19/2013,259,0,0,0
8/20/2013,557,0,0,0
8/21/2013,453,0,0,0
8/22/2013,584,0,0,0
8/23/2013,523,0,0,0
8/24/2013,540,0,1,0
8/25/2013,403,0,1,0
8/26/2013,301,0,0,0
8/27/2013,542,0,0,0
8/28/2013,580,0,0,0
8/29/2013,578,0,0,0
8/30/2013,773,0,0,0
8/31/2013,754,0,1,0
9/1/2013,649,0,1,0
9/2/2013,443,1,0,0
9/3/2013,428,0,0,0
9/4/2013,464,0,0,0
9/5/2013,452,0,0,0
9/6/2013,530,0,0,0
9/7/2013,597,0,1,0
9/8/2013,429,0,1,0
9/9/2013,209,0,0,0
9/10/2013,240,0,0,0
9/11/2013,217,0,0,0
9/12/2013,297,0,0,0
9/13/2013,438,0,0,0
9/14/2013,610,0,1,0
9/15/2013,458,0,1,0
9/16/2013,167,0,0,0
9/17/2013,287,0,0,0
9/18/2013,277,0,0,0
9/19/2013,394,0,0,0
9/20/2013,375,0,0,0
9/21/2013,625,0,1,0
9/22/2013,445,0,1,0
9/23/2013,176,0,0,0
9/24/2013,351,0,0,0
9/25/2013,276,0,0,0
9/26/2013,361,0,0,0
9/27/2013,293,0,0,0
9/28/2013,478,0,1,0
9/29/2013,439,0,1,0
9/30/2013,159,0,0,0
10/1/2013,234,0,0,0
10/2/2013,281,0,0,0
10/3/2013,323,0,0,0
10/4/2013,452,0,0,0
10/5/2013,519,0,1,0
10/6/2013,457,0,1,0
10/7/2013,203,0,0,0
10/8/2013,249,0,0,0
10/9/2013,441,0,0,0
10/10/2013,346,0,0,0
10/11/2013,429,0,0,0
10/12/2013,396,0,1,0
10/13/2013,362,0,1,0
10/14/2013,220,1,0,0
10/15/2013,286,0,0,0
10/16/2013,232,0,0,0
10/17/2013,293,0,0,0
10/18/2013,329,0,0,0
10/19/2013,390,0,1,0
10/20/2013,406,0,1,0
10/21/2013,133,0,0,0
10/22/2013,271,0,0,0
10/23/2013,221,0,0,0
10/24/2013,280,0,0,0
10/25/2013,288,0,0,0
10/26/2013,475,0,1,0
10/27/2013,382,0,1,0
10/28/2013,183,0,0,0
10/29/2013,379,0,0,0
10/30/2013,247,0,0,0
10/31/2013,427,0,0,0
11/1/2013,411,0,0,0
11/2/2013,0,0,1,1
11/3/2013,464,0,1,0
11/4/2013,194,0,0,0
11/5/2013,294,0,0,0
11/6/2013,278,0,0,0
11/7/2013,300,0,0,0
11/8/2013,552,0,0,0
11/9/2013,658,0,1,0
11/10/2013,673,0,1,0
11/11/2013,899,1,0,0
11/12/2013,261,0,0,0
11/13/2013,232,0,0,0
11/14/2013,324,0,0,0
11/15/2013,365,0,0,0
11/16/2013,583,0,1,0
11/17/2013,415,0,1,0
11/18/2013,146,0,0,0
11/19/2013,344,0,0,0
11/20/2013,300,0,0,0
11/21/2013,457,0,0,0
11/22/2013,440,0,0,0
11/23/2013,649,0,1,0
11/24/2013,493,0,1,0
11/25/2013,446,0,0,0
11/26/2013,571,0,0,0
11/27/2013,586,0,0,0
11/28/2013,0,1,0,1
11/29/2013,1147,1,0,0
11/30/2013,596,0,1,0
12/1/2013,323,0,1,0
12/2/2013,143,0,0,0
12/3/2013,309,0,0,0
12/4/2013,321,0,0,0
12/5/2013,317,0,0,0
12/6/2013,297,0,0,0
12/7/2013,578,0,1,0
12/8/2013,282,0,1,0
12/9/2013,199,0,0,0
12/10/2013,359,0,0,0
12/11/2013,356,0,0,0
12/12/2013,412,0,0,0
12/13/2013,498,0,0,0
12/14/2013,514,0,1,0
12/15/2013,387,0,1,0
12/16/2013,124,0,0,0
12/17/2013,285,0,0,0
12/18/2013,255,0,0,0
12/19/2013,407,0,0,0
12/20/2013,243,0,0,0
12/21/2013,481,0,1,0
12/22/2013,402,0,1,0
12/23/2013,499,0,0,0
12/24/2013,0,0,0,1
12/25/2013,0,1,0,1
12/26/2013,519,0,0,0
12/27/2013,896,0,0,0
12/28/2013,787,0,1,0
12/29/2013,546,0,1,0
12/30/2013,807,0,0,0
12/31/2013,736,0,0,0
1/1/2014,0,1,0,1
1/2/2014,811,0,0,0
1/3/2014,905,0,0,0
1/4/2014,609,0,1,0
1/5/2014,406,0,1,0
1/6/2014,168,0,0,0
1/7/2014,272,0,0,0
1/8/2014,271,0,0,0
1/9/2014,391,0,0,0
1/10/2014,497,0,0,0
1/11/2014,577,0,1,0
1/12/2014,519,0,1,0
1/13/2014,179,0,0,0
1/14/2014,198,0,0,0
1/15/2014,230,0,0,0
1/16/2014,326,0,0,0
1/17/2014,278,0,0,0
1/18/2014,587,0,1,0
1/19/2014,460,0,1,0
1/20/2014,776,1,0,0
1/21/2014,260,0,0,0
1/22/2014,233,0,0,0
1/23/2014,210,0,0,0
1/24/2014,350,0,0,0
1/25/2014,714,0,1,0
1/26/2014,506,0,1,0
1/27/2014,142,0,0,0
1/28/2014,235,0,0,0
1/29/2014,222,0,0,0
1/30/2014,337,0,0,0
1/31/2014,457,0,0,0
2/1/2014,580,0,1,0
2/2/2014,445,0,1,0
2/3/2014,214,0,0,0
2/4/2014,304,0,0,0
2/5/2014,252,0,0,0
2/6/2014,353,0,0,0
2/7/2014,409,0,0,0
2/8/2014,695,0,1,0
2/9/2014,517,0,1,0
2/10/2014,257,0,0,0
2/11/2014,192,0,0,0
2/12/2014,241,0,0,0
2/13/2014,275,0,0,0
2/14/2014,601,0,0,0
2/15/2014,610,0,1,0
2/16/2014,633,0,1,0
2/17/2014,842,1,0,0
2/18/2014,279,0,0,0
2/19/2014,401,0,0,0
2/20/2014,270,0,0,0
2/21/2014,369,0,0,0
2/22/2014,642,0,1,0
2/23/2014,507,0,1,0
2/24/2014,163,0,0,0
2/25/2014,252,0,0,0
2/26/2014,284,0,0,0
2/27/2014,474,0,0,0
2/28/2014,588,0,0,0
3/1/2014,1126,0,1,0
3/2/2014,1049,0,1,0
3/3/2014,264,0,0,0
3/4/2014,407,0,0,0
3/5/2014,402,0,0,0
3/6/2014,315,0,0,0
3/7/2014,441,0,0,0
3/8/2014,564,0,1,0
3/9/2014,412,0,1,0
3/10/2014,154,0,0,0
3/11/2014,222,0,0,0
3/12/2014,345,0,0,0
3/13/2014,305,0,0,0
3/14/2014,572,0,0,0
3/15/2014,676,0,1,0
3/16/2014,468,0,1,0
3/17/2014,287,0,0,0
3/18/2014,312,0,0,0
3/19/2014,256,0,0,0
3/20/2014,345,0,0,0
3/21/2014,495,0,0,0
3/22/2014,629,0,1,0
3/23/2014,656,0,1,0
3/24/2014,222,0,0,0
3/25/2014,576,0,0,0
3/26/2014,650,0,0,0
3/27/2014,479,0,0,0
3/28/2014,610,0,0,0
3/29/2014,629,0,1,0
3/30/2014,569,0,1,0
3/31/2014,273,0,0,0
4/1/2014,442,0,0,0
4/2/2014,585,0,0,0
4/3/2014,569,0,0,0
4/4/2014,592,0,0,0
4/5/2014,708,0,1,0
4/6/2014,467,0,1,0
4/7/2014,260,0,0,0
4/8/2014,396,0,0,0
4/9/2014,331,0,0,0
4/10/2014,408,0,0,0
4/11/2014,539,0,0,0
4/12/2014,494,0,1,0
4/13/2014,518,0,1,0
4/14/2014,367,0,0,0
4/15/2014,527,0,0,0
4/16/2014,646,0,0,0
4/17/2014,648,0,0,0
4/18/2014,799,0,0,0
4/19/2014,500,0,1,0
4/20/2014,0,0,1,1
4/21/2014,334,0,0,0
4/22/2014,486,0,0,0
4/23/2014,480,0,0,0
4/24/2014,490,0,0,0
4/25/2014,528,0,0,0
4/26/2014,485,0,1,0
4/27/2014,621,0,1,0
4/28/2014,161,0,0,0
4/29/2014,354,0,0,0
4/30/2014,340,0,0,0
5/1/2014,404,0,0,0
5/2/2014,376,0,0,0
5/3/2014,548,0,1,0
5/4/2014,510,0,1,0
5/5/2014,162,0,0,0
5/6/2014,339,0,0,0
5/7/2014,244,0,0,0
5/8/2014,227,0,0,0
5/9/2014,341,0,0,0
5/10/2014,440,0,1,0
5/11/2014,0,0,1,1
5/12/2014,182,0,0,0
5/13/2014,346,0,0,0
5/14/2014,352,0,0,0
5/15/2014,451,0,0,0
5/16/2014,462,0,0,0
5/17/2014,626,0,1,0
5/18/2014,396,0,1,0
5/19/2014,229,0,0,0
5/20/2014,295,0,0,0
5/21/2014,281,0,0,0
5/22/2014,367,0,0,0
5/23/2014,532,0,0,0
5/24/2014,847,0,1,0
5/25/2014,718,0,1,0
5/26/2014,411,1,0,0
5/27/2014,237,0,0,0
5/28/2014,308,0,0,0
5/29/2014,341,0,0,0
5/30/2014,347,0,0,0
5/31/2014,582,0,1,0
6/1/2014,371,0,1,0
6/2/2014,144,0,0,0
6/3/2014,311,0,0,0
6/4/2014,313,0,0,0
6/5/2014,368,0,0,0
6/6/2014,413,0,0,0
6/7/2014,827,0,1,0
6/8/2014,454,0,1,0
6/9/2014,276,0,0,0
6/10/2014,370,0,0,0
6/11/2014,415,0,0,0
6/12/2014,411,0,0,0
6/13/2014,763,0,0,0
6/14/2014,519,0,1,0
6/15/2014,0,0,1,1
6/16/2014,269,0,0,0
6/17/2014,472,0,0,0
6/18/2014,487,0,0,0
6/19/2014,605,0,0,0
6/20/2014,605,0,0,0
6/21/2014,660,0,1,0
6/22/2014,502,0,1,0
6/23/2014,283,0,0,0
6/24/2014,455,0,0,0
6/25/2014,655,0,0,0
6/26/2014,530,0,0,0
6/27/2014,699,0,0,0
6/28/2014,610,0,1,0
6/29/2014,560,0,1,0
6/30/2014,330,0,0,0
7/1/2014,560,0,0,0
7/2/2014,666,0,0,0
7/3/2014,638,0,0,0
7/4/2014,0,1,0,1
7/5/2014,608,0,1,0
7/6/2014,669,0,1,0
7/7/2014,312,0,0,0
7/8/2014,585,0,0,0
7/9/2014,544,0,0,0
7/10/2014,557,0,0,0
7/11/2014,918,0,0,0
7/12/2014,572,0,1,0
7/13/2014,436,0,1,0
7/14/2014,281,0,0,0
7/15/2014,619,0,0,0
7/16/2014,630,0,0,0
7/17/2014,620,0,0,0
7/18/2014,613,0,0,0
7/19/2014,649,0,1,0
7/20/2014,492,0,1,0
7/21/2014,306,0,0,0
7/22/2014,583,0,0,0
7/23/2014,617,0,0,0
7/24/2014,657,0,0,0
7/25/2014,680,0,0,0
7/26/2014,690,0,1,0
7/27/2014,662,0,1,0
7/28/2014,362,0,0,0
7/29/2014,738,0,0,0
7/30/2014,621,0,0,0
7/31/2014,716,0,0,0
8/1/2014,637,0,0,0
8/2/2014,619,0,1,0
8/3/2014,657,0,1,0
8/4/2014,324,0,0,0
8/5/2014,663,0,0,0
8/6/2014,602,0,0,0
8/7/2014,669,0,0,0
8/8/2014,936,0,0,0
8/9/2014,600,0,1,0
8/10/2014,517,0,1,0
8/11/2014,367,0,0,0
8/12/2014,683,0,0,0
8/13/2014,650,0,0,0
8/14/2014,739,0,0,0
8/15/2014,681,0,0,0
8/16/2014,734,0,1,0
8/17/2014,574,0,1,0
8/18/2014,328,0,0,0
8/19/2014,651,0,0,0
8/20/2014,548,0,0,0
8/21/2014,491,0,0,0
8/22/2014,738,0,0,0
8/23/2014,652,0,1,0
8/24/2014,511,0,1,0
8/25/2014,322,0,0,0
8/26/2014,572,0,0,0
8/27/2014,499,0,0,0
8/28/2014,705,0,0,0
8/29/2014,792,0,0,0
8/30/2014,839,0,1,0
8/31/2014,833,0,1,0
9/1/2014,579,1,0,0
9/2/2014,396,0,0,0
9/3/2014,366,0,0,0
9/4/2014,311,0,0,0
9/5/2014,323,0,0,0
9/6/2014,545,0,1,0
9/7/2014,607,0,1,0
9/8/2014,215,0,0,0
9/9/2014,336,0,0,0
9/10/2014,314,0,0,0
9/11/2014,350,0,0,0
9/12/2014,643,0,0,0
9/13/2014,748,0,1,0
9/14/2014,731,0,1,0
9/15/2014,0,0,0,1
9/16/2014,0,0,0,1
9/17/2014,586,0,0,0
9/18/2014,401,0,0,0
9/19/2014,494,0,0,0
9/20/2014,652,0,1,0
9/21/2014,479,0,1,0
9/22/2014,180,0,0,0
9/23/2014,400,0,0,0
9/24/2014,512,0,0,0
9/25/2014,512,0,0,0
9/26/2014,515,0,0,0
9/27/2014,574,0,1,0
9/28/2014,525,0,1,0
9/29/2014,196,0,0,0
